# Residuals   
# Time        	Ux            	Uy            	p             
0.566         	1.021035e-05	9.773398e-06	2.674097e-04
0.5665        	7.413833e-06	9.464135e-06	8.022209e-05
0.567         	7.918317e-06	9.489269e-06	8.174924e-05
0.5675        	8.462017e-06	9.454485e-06	8.988319e-05
0.568         	9.039390e-06	9.426766e-06	6.194806e-05
0.5685        	9.550140e-06	9.541000e-06	2.647841e-05
0.569         	1.001815e-05	9.708988e-06	2.582672e-04
0.5695        	7.271053e-06	9.373919e-06	7.873085e-05
0.57          	7.777217e-06	9.387909e-06	8.212791e-05
0.5705        	8.319209e-06	9.311574e-06	8.770255e-05
0.571         	8.866432e-06	9.261646e-06	5.945150e-05
0.5715        	9.346995e-06	9.344028e-06	2.506509e-05
0.572         	9.801332e-06	9.519539e-06	2.735698e-05
0.5725        	1.026130e-05	9.720100e-06	2.620736e-04
0.573         	7.463125e-06	9.343046e-06	8.968736e-05
0.5735        	7.982384e-06	9.342105e-06	7.401128e-05
0.574         	8.521222e-06	9.316089e-06	8.073267e-05
0.5745        	9.094203e-06	9.293935e-06	6.021071e-05
0.575         	9.621069e-06	9.428259e-06	3.067908e-05
0.5755        	1.011314e-05	9.636040e-06	2.658184e-04
0.576         	7.358157e-06	9.368911e-06	8.037883e-05
0.5765        	7.896219e-06	9.436925e-06	8.114460e-05
0.577         	8.488599e-06	9.505136e-06	8.902355e-05
0.5775        	9.111514e-06	9.593381e-06	6.169668e-05
0.578         	9.669948e-06	9.792484e-06	2.592664e-05
0.5785        	1.019570e-05	1.015232e-05	2.622923e-05
0.579         	6.840309e-06	6.801306e-06	2.655722e-05
0.5795        	7.217061e-06	7.022001e-06	2.388053e-05
0.58          	7.634021e-06	7.239227e-06	1.470135e-05
0.5805        	8.058615e-06	7.521829e-06	1.048446e-05
0.581         	8.498779e-06	7.829843e-06	1.298096e-05
0.5815        	8.956940e-06	8.148863e-06	1.590340e-05
0.582         	9.451067e-06	8.465167e-06	1.526600e-05
0.5825        	9.986840e-06	8.783090e-06	1.457420e-05
0.583         	1.056490e-05	9.117388e-06	2.968023e-04
0.5835        	7.662422e-06	8.856260e-06	9.062956e-05
0.584         	8.250157e-06	8.994528e-06	7.444417e-05
0.5845        	8.869306e-06	9.091608e-06	8.999590e-05
0.585         	9.532987e-06	9.171740e-06	6.847893e-05
0.5855        	1.015635e-05	9.375679e-06	2.884357e-04
0.586         	7.408774e-06	9.097423e-06	8.102586e-05
0.5865        	7.963778e-06	9.206498e-06	8.558438e-05
0.587         	8.577754e-06	9.282798e-06	1.016416e-04
0.5875        	9.238110e-06	9.311753e-06	7.154434e-05
0.588         	9.835808e-06	9.464086e-06	2.727501e-05
0.5885        	1.036039e-05	9.790057e-06	2.675102e-04
0.589         	7.520494e-06	9.467785e-06	8.051970e-05
0.5895        	8.096039e-06	9.488813e-06	8.905294e-05
0.59          	8.703312e-06	9.517644e-06	9.162068e-05
0.5905        	9.333190e-06	9.519236e-06	6.034751e-05
0.591         	9.895192e-06	9.641254e-06	2.561805e-05
0.5915        	1.040077e-05	9.866814e-06	2.672057e-04
0.592         	7.541511e-06	9.448334e-06	8.563906e-05
0.5925        	8.069494e-06	9.412028e-06	8.700134e-05
0.593         	8.644975e-06	9.322984e-06	8.932496e-05
0.5935        	9.239796e-06	9.252469e-06	6.069885e-05
0.594         	9.758311e-06	9.279220e-06	2.829696e-05
0.5945        	1.022805e-05	9.410282e-06	2.640283e-04
0.595         	7.385845e-06	8.941873e-06	8.470466e-05
0.5955        	7.880114e-06	8.811003e-06	8.548589e-05
0.596         	8.419788e-06	8.654143e-06	8.823608e-05
0.5965        	8.961003e-06	8.554801e-06	6.029772e-05
0.597         	9.439759e-06	8.532751e-06	2.814300e-05
0.5975        	9.893487e-06	8.611818e-06	2.843208e-05
0.598         	1.035420e-05	8.757558e-06	2.673337e-04
0.5985        	7.457016e-06	8.203006e-06	9.380491e-05
0.599         	7.941142e-06	8.066760e-06	7.675092e-05
0.5995        	8.448064e-06	7.986733e-06	8.293862e-05
0.6           	8.984838e-06	7.883840e-06	6.254336e-05
