# Residuals   
# Time        	Ux            	Uy            	p             
0             	N/A           	N/A           	N/A           
0.0005        	1.000000e+00	1.000000e+00	1.000000e+00
0.001         	4.116273e-01	4.542688e-01	1.601873e-01
0.0015        	1.893662e-01	2.025592e-01	1.343399e-01
0.002         	3.591239e-02	4.536077e-02	2.373143e-01
0.0025        	1.369006e-01	1.293924e-01	2.342635e-01
0.003         	1.704325e-01	1.428333e-01	2.026084e-01
0.0035        	6.136008e-02	4.052340e-02	3.970083e-01
0.004         	6.089643e-02	3.544441e-02	2.399981e-01
0.0045        	6.345829e-02	3.762393e-02	1.566251e-01
0.005         	3.245796e-02	2.373337e-02	1.902886e-01
0.0055        	2.032749e-02	1.901920e-02	3.936620e-01
0.006         	2.688654e-02	2.162716e-02	4.609943e-01
0.0065        	2.092878e-02	1.657523e-02	5.234029e-01
0.007         	1.503159e-02	1.083055e-02	2.404248e-01
0.0075        	1.492390e-02	1.006720e-02	1.499389e-01
0.008         	1.374511e-02	9.861740e-03	1.254466e-01
0.0085        	1.177018e-02	9.148991e-03	1.329865e-01
0.009         	1.127632e-02	9.097631e-03	1.482094e-01
0.0095        	1.089375e-02	8.739399e-03	1.365301e-01
0.01          	1.034893e-02	7.937824e-03	1.113415e-01
0.0105        	9.912527e-03	7.223957e-03	8.624922e-02
0.011         	9.585016e-03	6.891731e-03	7.014810e-02
0.0115        	9.313058e-03	6.749469e-03	6.323173e-02
0.012         	9.120003e-03	6.681445e-03	5.971797e-02
0.0125        	8.964744e-03	6.573942e-03	5.557070e-02
0.013         	8.813464e-03	6.375366e-03	5.029197e-02
0.0135        	8.689394e-03	6.168991e-03	4.400899e-02
0.014         	8.592285e-03	5.983835e-03	3.797172e-02
0.0145        	8.491358e-03	5.838384e-03	3.388240e-02
0.015         	8.391553e-03	5.722101e-03	3.108000e-02
0.0155        	8.306037e-03	5.626512e-03	2.876537e-02
0.016         	8.242116e-03	5.532216e-03	2.662499e-02
0.0165        	8.196626e-03	5.430677e-03	2.455710e-02
0.017         	8.160252e-03	5.331190e-03	2.243361e-02
0.0175        	8.119895e-03	5.238574e-03	2.056603e-02
0.018         	8.075203e-03	5.153035e-03	1.913980e-02
0.0185        	8.034425e-03	5.077857e-03	1.788395e-02
0.019         	8.004292e-03	5.007459e-03	1.676502e-02
0.0195        	7.981974e-03	4.937355e-03	1.579947e-02
0.02          	7.962518e-03	4.867718e-03	1.500718e-02
0.0205        	7.943831e-03	4.799721e-03	1.417036e-02
0.021         	7.925410e-03	4.735764e-03	1.335530e-02
0.0215        	7.908839e-03	4.677764e-03	1.264626e-02
0.022         	7.895176e-03	4.623821e-03	1.209760e-02
0.0225        	7.884232e-03	4.571476e-03	1.161671e-02
0.023         	7.875409e-03	4.520194e-03	1.116795e-02
0.0235        	7.870356e-03	4.469982e-03	1.075061e-02
0.024         	7.866548e-03	4.421488e-03	1.035407e-02
0.0245        	7.864130e-03	4.376151e-03	9.988871e-03
0.025         	7.863568e-03	4.334017e-03	9.668284e-03
0.0255        	7.863880e-03	4.294069e-03	9.394399e-03
0.026         	7.864343e-03	4.255442e-03	9.154237e-03
0.0265        	7.867767e-03	4.218374e-03	8.928250e-03
0.027         	7.872942e-03	4.182453e-03	8.739846e-03
0.0275        	7.876153e-03	4.147665e-03	8.576711e-03
0.028         	7.878904e-03	4.114302e-03	8.449695e-03
0.0285        	7.881620e-03	4.082772e-03	8.333014e-03
0.029         	7.882867e-03	4.052633e-03	8.223851e-03
0.0295        	7.883304e-03	4.023590e-03	8.122643e-03
0.03          	7.883610e-03	3.995359e-03	8.024894e-03
0.0305        	7.880872e-03	3.967957e-03	7.939793e-03
0.031         	7.877656e-03	3.941727e-03	7.864263e-03
0.0315        	7.873811e-03	3.916631e-03	7.800160e-03
0.032         	7.867397e-03	3.892628e-03	7.737970e-03
0.0325        	7.859858e-03	3.869605e-03	7.675494e-03
0.033         	7.851649e-03	3.847489e-03	7.607749e-03
0.0335        	7.839548e-03	3.826222e-03	7.541730e-03
0.034         	7.829213e-03	3.806022e-03	7.476860e-03
0.0345        	7.815158e-03	3.786712e-03	7.414504e-03
0.035         	7.800064e-03	3.768548e-03	7.357588e-03
0.0355        	7.782845e-03	3.751497e-03	7.307946e-03
0.036         	7.762407e-03	3.735591e-03	7.265127e-03
0.0365        	7.741053e-03	3.720790e-03	7.225826e-03
0.037         	7.717481e-03	3.707092e-03	7.190071e-03
0.0375        	7.691877e-03	3.694509e-03	7.158097e-03
0.038         	7.664260e-03	3.683147e-03	7.130672e-03
0.0385        	7.634422e-03	3.673107e-03	7.106175e-03
0.039         	7.602480e-03	3.664356e-03	7.083799e-03
0.0395        	7.569087e-03	3.656947e-03	7.064179e-03
0.04          	7.533116e-03	3.650814e-03	7.046578e-03
0.0405        	7.495175e-03	3.645914e-03	7.032200e-03
0.041         	7.455545e-03	3.642289e-03	7.020607e-03
0.0415        	7.413913e-03	3.639937e-03	7.011498e-03
0.042         	7.370001e-03	3.638834e-03	7.004335e-03
0.0425        	7.324315e-03	3.639133e-03	7.000006e-03
0.043         	7.277571e-03	3.640781e-03	7.000820e-03
0.0435        	7.228967e-03	3.643841e-03	7.004256e-03
0.044         	7.178431e-03	3.648295e-03	7.011298e-03
0.0445        	7.126832e-03	3.654105e-03	7.020549e-03
0.045         	7.073860e-03	3.661267e-03	7.032110e-03
0.0455        	7.019781e-03	3.669600e-03	7.045053e-03
0.046         	6.964588e-03	3.679031e-03	7.060882e-03
0.0465        	6.909533e-03	3.689366e-03	7.079635e-03
0.047         	6.854628e-03	3.700414e-03	7.100018e-03
0.0475        	6.799494e-03	3.711901e-03	7.122747e-03
0.048         	6.744861e-03	3.723715e-03	7.146571e-03
0.0485        	6.690308e-03	3.735553e-03	7.168382e-03
0.049         	6.636833e-03	3.747209e-03	7.186363e-03
0.0495        	6.583252e-03	3.758543e-03	7.201259e-03
0.05          	6.530788e-03	3.769389e-03	7.214694e-03
0.0505        	6.478729e-03	3.779627e-03	7.227544e-03
0.051         	6.427391e-03	3.789140e-03	7.239076e-03
0.0515        	6.376942e-03	3.797859e-03	7.248479e-03
0.052         	6.327274e-03	3.805670e-03	7.252381e-03
0.0525        	6.277889e-03	3.812441e-03	7.258390e-03
0.053         	6.229204e-03	3.818050e-03	7.266639e-03
0.0535        	6.180499e-03	3.822396e-03	7.271224e-03
0.054         	6.131785e-03	3.825408e-03	7.271491e-03
0.0545        	6.085111e-03	3.826871e-03	7.267090e-03
0.055         	6.036277e-03	3.826708e-03	7.261188e-03
0.0555        	5.985933e-03	3.824779e-03	7.256864e-03
0.056         	5.936157e-03	3.820949e-03	7.246819e-03
0.0565        	5.884008e-03	3.815184e-03	7.231202e-03
0.057         	5.829006e-03	3.807363e-03	7.210170e-03
0.0575        	5.773698e-03	3.797419e-03	7.189076e-03
0.058         	5.716712e-03	3.785306e-03	7.161712e-03
0.0585        	5.657321e-03	3.770930e-03	7.131523e-03
0.059         	5.595710e-03	3.754279e-03	7.101377e-03
0.0595        	5.534240e-03	3.735233e-03	7.067332e-03
0.06          	5.470959e-03	3.713783e-03	7.028254e-03
0.0605        	5.405314e-03	3.689878e-03	6.983485e-03
0.061         	5.338992e-03	3.663525e-03	6.933502e-03
0.0615        	5.273939e-03	3.634686e-03	6.876108e-03
0.062         	5.207711e-03	3.603345e-03	6.818232e-03
0.0625        	5.140820e-03	3.569414e-03	6.754203e-03
0.063         	5.075236e-03	3.532897e-03	6.685259e-03
0.0635        	5.011510e-03	3.493833e-03	6.616268e-03
0.064         	4.947792e-03	3.452293e-03	6.546135e-03
0.0645        	4.883763e-03	3.408134e-03	6.470370e-03
0.065         	4.820790e-03	3.361384e-03	6.388508e-03
0.0655        	4.760349e-03	3.312098e-03	6.300731e-03
0.066         	4.700373e-03	3.260447e-03	6.209484e-03
0.0665        	4.641113e-03	3.206465e-03	6.117575e-03
0.067         	4.583169e-03	3.150154e-03	6.021768e-03
0.0675        	4.527028e-03	3.091719e-03	5.928032e-03
0.068         	4.470484e-03	3.031206e-03	5.837289e-03
0.0685        	4.412957e-03	2.968759e-03	5.744588e-03
0.069         	4.355164e-03	2.904638e-03	5.650223e-03
0.0695        	4.297101e-03	2.839042e-03	5.560728e-03
0.07          	4.237751e-03	2.772006e-03	5.471581e-03
0.0705        	4.177326e-03	2.703763e-03	5.381771e-03
0.071         	4.116985e-03	2.634638e-03	5.294264e-03
0.0715        	4.056418e-03	2.564786e-03	5.210654e-03
0.072         	3.994121e-03	2.494505e-03	5.124979e-03
0.0725        	3.930320e-03	2.424071e-03	5.036668e-03
0.073         	3.864971e-03	2.353765e-03	4.955116e-03
0.0735        	3.799590e-03	2.283748e-03	4.874821e-03
0.074         	3.732518e-03	2.214351e-03	4.793745e-03
0.0745        	3.664127e-03	2.145934e-03	4.711894e-03
0.075         	3.594331e-03	2.078660e-03	4.632805e-03
0.0755        	3.523771e-03	2.012719e-03	4.554012e-03
0.076         	3.452534e-03	1.948519e-03	4.474771e-03
0.0765        	3.380950e-03	1.886179e-03	4.396449e-03
0.077         	3.308863e-03	1.825851e-03	4.319136e-03
0.0775        	3.236400e-03	1.767843e-03	4.241851e-03
0.078         	3.163677e-03	1.712231e-03	4.164211e-03
0.0785        	3.090706e-03	1.659225e-03	4.086912e-03
0.079         	3.018203e-03	1.608965e-03	4.011704e-03
0.0795        	2.946328e-03	1.561686e-03	3.938350e-03
0.08          	2.875279e-03	1.517472e-03	3.865737e-03
0.0805        	2.805088e-03	1.475900e-03	3.796953e-03
0.081         	2.735960e-03	1.437276e-03	3.732276e-03
0.0815        	2.668088e-03	1.401431e-03	3.667823e-03
0.082         	2.601900e-03	1.368538e-03	3.607557e-03
0.0825        	2.537302e-03	1.337482e-03	3.551640e-03
0.083         	2.474777e-03	1.307765e-03	3.498296e-03
0.0835        	2.414310e-03	1.279342e-03	3.445146e-03
0.084         	2.355775e-03	1.252241e-03	3.395554e-03
0.0845        	2.299721e-03	1.226057e-03	3.347795e-03
0.085         	2.245480e-03	1.200782e-03	3.298602e-03
0.0855        	2.193876e-03	1.175579e-03	3.250257e-03
0.086         	2.144461e-03	1.150229e-03	3.203908e-03
0.0865        	2.097605e-03	1.124816e-03	3.160512e-03
0.087         	2.053131e-03	1.100015e-03	3.116777e-03
0.0875        	2.011270e-03	1.075329e-03	3.072723e-03
0.088         	1.971584e-03	1.050484e-03	3.030407e-03
0.0885        	1.934212e-03	1.025649e-03	2.986571e-03
0.089         	1.898626e-03	1.000920e-03	2.942725e-03
0.0895        	1.865062e-03	9.763459e-04	2.900140e-03
0.09          	1.833149e-03	9.519939e-04	2.859383e-03
0.0905        	1.802763e-03	9.280385e-04	2.820114e-03
0.091         	1.773885e-03	9.044240e-04	2.783703e-03
0.0915        	1.746091e-03	8.815437e-04	2.747951e-03
0.092         	1.719154e-03	8.591718e-04	2.711631e-03
0.0925        	1.693132e-03	8.374832e-04	2.677487e-03
0.093         	1.667709e-03	8.167485e-04	2.644068e-03
0.0935        	1.642186e-03	7.967631e-04	2.610127e-03
0.094         	1.616590e-03	7.777228e-04	2.576491e-03
0.0945        	1.590877e-03	7.598202e-04	2.544260e-03
0.095         	1.564182e-03	7.429075e-04	2.511509e-03
0.0955        	1.537236e-03	7.271072e-04	2.478249e-03
0.096         	1.509399e-03	7.126522e-04	2.446277e-03
0.0965        	1.481377e-03	6.992504e-04	2.412305e-03
0.097         	1.452947e-03	6.872138e-04	2.378889e-03
0.0975        	1.424152e-03	6.763246e-04	2.347621e-03
0.098         	1.395150e-03	6.662834e-04	2.313978e-03
0.0985        	1.365904e-03	6.572701e-04	2.280939e-03
0.099         	1.336493e-03	6.489830e-04	2.248326e-03
0.0995        	1.307193e-03	6.414219e-04	2.215061e-03
0.1           	1.278040e-03	6.341866e-04	2.183289e-03
0.1005        	1.249154e-03	6.274981e-04	2.148223e-03
0.101         	1.220676e-03	6.208856e-04	2.114405e-03
0.1015        	1.192513e-03	6.145974e-04	2.081619e-03
0.102         	1.165173e-03	6.086681e-04	2.046541e-03
0.1025        	1.138515e-03	6.029709e-04	2.014561e-03
0.103         	1.112549e-03	5.973342e-04	1.983398e-03
0.1035        	1.087422e-03	5.914017e-04	1.951901e-03
0.104         	1.062668e-03	5.854623e-04	1.919759e-03
0.1045        	1.038912e-03	5.791147e-04	1.886688e-03
0.105         	1.015693e-03	5.724727e-04	1.855527e-03
0.1055        	9.931933e-04	5.655492e-04	1.824459e-03
0.106         	9.715764e-04	5.583029e-04	1.793141e-03
0.1065        	9.505917e-04	5.510164e-04	1.761600e-03
0.107         	9.304625e-04	5.433635e-04	1.732229e-03
0.1075        	9.111503e-04	5.355780e-04	1.704383e-03
0.108         	8.925537e-04	5.275055e-04	1.678274e-03
0.1085        	8.747867e-04	5.193848e-04	1.652701e-03
0.109         	8.579365e-04	5.111800e-04	1.627479e-03
0.1095        	8.417205e-04	5.029708e-04	1.603323e-03
0.11          	8.263777e-04	4.948277e-04	1.578487e-03
0.1105        	8.119078e-04	4.867643e-04	1.555970e-03
0.111         	7.979286e-04	4.788769e-04	1.531079e-03
0.1115        	7.850389e-04	4.712162e-04	1.506466e-03
0.112         	7.726164e-04	4.638206e-04	1.481211e-03
0.1125        	7.609452e-04	4.567901e-04	1.455272e-03
0.113         	7.500078e-04	4.502156e-04	1.429695e-03
0.1135        	7.395597e-04	4.440288e-04	1.402400e-03
0.114         	7.296841e-04	4.384381e-04	1.376481e-03
0.1145        	7.203073e-04	4.331150e-04	1.349038e-03
0.115         	7.114619e-04	4.285277e-04	1.322261e-03
0.1155        	7.029831e-04	4.241297e-04	1.295170e-03
0.116         	6.946482e-04	4.204759e-04	1.268383e-03
0.1165        	6.863276e-04	4.170724e-04	1.242792e-03
0.117         	6.781989e-04	4.143491e-04	1.217295e-03
0.1175        	6.704998e-04	4.116606e-04	1.192942e-03
0.118         	6.627763e-04	4.088770e-04	1.167558e-03
0.1185        	6.552293e-04	4.059615e-04	1.143912e-03
0.119         	6.476497e-04	4.025558e-04	1.121188e-03
0.1195        	6.402186e-04	3.994508e-04	1.098818e-03
0.12          	6.328125e-04	3.960210e-04	1.077190e-03
0.1205        	6.255014e-04	3.923367e-04	1.057517e-03
0.121         	6.181842e-04	3.884319e-04	1.039126e-03
0.1215        	6.109652e-04	3.843151e-04	1.021117e-03
0.122         	6.037415e-04	3.801238e-04	1.003888e-03
0.1225        	5.965148e-04	3.755720e-04	9.870960e-04
0.123         	5.893499e-04	3.708771e-04	9.698547e-04
0.1235        	5.821015e-04	3.660118e-04	9.545503e-04
0.124         	5.749426e-04	3.609656e-04	9.401297e-04
0.1245        	5.676914e-04	3.559849e-04	9.272764e-04
0.125         	5.604955e-04	3.508360e-04	9.144653e-04
0.1255        	5.532340e-04	3.458573e-04	9.020755e-04
0.126         	5.459682e-04	3.408538e-04	8.908937e-04
0.1265        	5.386658e-04	3.359871e-04	8.793937e-04
0.127         	5.313117e-04	3.313056e-04	8.685155e-04
0.1275        	5.239224e-04	3.267240e-04	8.571199e-04
0.128         	5.164138e-04	3.224722e-04	8.457306e-04
0.1285        	5.086570e-04	3.183652e-04	8.333802e-04
0.129         	5.007874e-04	3.146664e-04	8.213090e-04
0.1295        	4.928497e-04	3.111644e-04	8.078120e-04
0.13          	4.847510e-04	3.080943e-04	7.953809e-04
0.1305        	4.764549e-04	3.051113e-04	7.814503e-04
0.131         	4.680490e-04	3.024964e-04	7.680143e-04
0.1315        	4.595398e-04	2.998821e-04	7.538465e-04
0.132         	4.510213e-04	2.974213e-04	7.403966e-04
0.1325        	4.424517e-04	2.948661e-04	7.267394e-04
0.133         	4.339732e-04	2.923753e-04	7.123078e-04
0.1335        	4.255036e-04	2.897430e-04	6.982707e-04
0.134         	4.172033e-04	2.870681e-04	6.844945e-04
0.1345        	4.090297e-04	2.842985e-04	6.712150e-04
0.135         	4.010308e-04	2.814676e-04	6.572848e-04
0.1355        	3.932584e-04	2.786143e-04	6.453784e-04
0.136         	3.856430e-04	2.756377e-04	6.329470e-04
0.1365        	3.783348e-04	2.724883e-04	6.211762e-04
0.137         	3.712120e-04	2.692377e-04	6.094999e-04
0.1375        	3.644246e-04	2.658816e-04	5.981372e-04
0.138         	3.578518e-04	2.625079e-04	5.864284e-04
0.1385        	3.515240e-04	2.589927e-04	5.744757e-04
0.139         	3.454870e-04	2.553782e-04	5.636700e-04
0.1395        	3.397373e-04	2.516945e-04	5.536844e-04
0.14          	3.342652e-04	2.479274e-04	5.437478e-04
0.1405        	3.289863e-04	2.441800e-04	5.341345e-04
0.141         	3.238886e-04	2.403742e-04	5.243735e-04
0.1415        	3.190086e-04	2.366724e-04	5.152584e-04
0.142         	3.142768e-04	2.329634e-04	5.058993e-04
0.1425        	3.097751e-04	2.293583e-04	4.973181e-04
0.143         	3.053977e-04	2.256989e-04	4.882953e-04
0.1435        	3.012097e-04	2.221136e-04	4.792634e-04
0.144         	2.971388e-04	2.185517e-04	4.699165e-04
0.1445        	2.931661e-04	2.150417e-04	4.601003e-04
0.145         	2.893194e-04	2.116576e-04	4.507930e-04
0.1455        	2.855412e-04	2.082869e-04	4.404483e-04
0.146         	2.817853e-04	2.051135e-04	4.306682e-04
0.1465        	2.779628e-04	2.019491e-04	4.207469e-04
0.147         	2.741163e-04	1.989706e-04	4.107868e-04
0.1475        	2.703469e-04	1.960726e-04	4.009204e-04
0.148         	2.665916e-04	1.933087e-04	3.905549e-04
0.1485        	2.627715e-04	1.906942e-04	3.811479e-04
0.149         	2.589319e-04	1.881572e-04	3.715361e-04
0.1495        	2.550814e-04	1.857218e-04	3.626793e-04
0.15          	2.512453e-04	1.834258e-04	3.543437e-04
0.1505        	2.474125e-04	1.812705e-04	3.459341e-04
0.151         	2.436407e-04	1.790994e-04	3.377062e-04
0.1515        	2.399003e-04	1.770109e-04	3.303662e-04
0.152         	2.362121e-04	1.748719e-04	3.239104e-04
0.1525        	2.326178e-04	1.728305e-04	3.174148e-04
0.153         	2.290505e-04	1.708971e-04	3.110785e-04
0.1535        	2.256028e-04	1.689787e-04	3.054359e-04
0.154         	2.222164e-04	1.670723e-04	3.009048e-04
0.1545        	2.189315e-04	1.651257e-04	2.968193e-04
0.155         	2.157286e-04	1.632009e-04	2.927738e-04
0.1555        	2.126002e-04	1.612295e-04	2.888831e-04
0.156         	2.095748e-04	1.592833e-04	2.847427e-04
0.1565        	2.066066e-04	1.573142e-04	2.809279e-04
0.157         	2.037541e-04	1.553493e-04	2.770679e-04
0.1575        	2.009546e-04	1.534022e-04	2.730915e-04
0.158         	1.982338e-04	1.514378e-04	2.693213e-04
0.1585        	1.955938e-04	1.495131e-04	2.652310e-04
0.159         	1.930177e-04	1.475838e-04	2.611715e-04
0.1595        	1.905031e-04	1.456888e-04	2.570122e-04
0.16          	1.879739e-04	1.438127e-04	2.525386e-04
0.1605        	1.854573e-04	1.419217e-04	2.481738e-04
0.161         	1.829345e-04	1.400518e-04	2.436666e-04
0.1615        	1.804811e-04	1.381791e-04	2.388852e-04
0.162         	1.779740e-04	1.363056e-04	2.338310e-04
0.1625        	1.754592e-04	1.344173e-04	2.287642e-04
0.163         	1.729220e-04	1.325038e-04	2.238242e-04
0.1635        	1.703823e-04	1.305881e-04	2.188275e-04
0.164         	1.678464e-04	1.286714e-04	2.141510e-04
0.1645        	1.653197e-04	1.267535e-04	2.095724e-04
0.165         	1.628250e-04	1.247984e-04	2.049324e-04
0.1655        	1.603573e-04	1.228120e-04	2.003940e-04
0.166         	1.579110e-04	1.208172e-04	1.959399e-04
0.1665        	1.555188e-04	1.187900e-04	1.912961e-04
0.167         	1.531628e-04	1.167229e-04	1.867116e-04
0.1675        	1.508656e-04	1.146245e-04	1.823005e-04
0.168         	1.486035e-04	1.124997e-04	1.782342e-04
0.1685        	1.464103e-04	1.103561e-04	1.743278e-04
0.169         	1.442509e-04	1.081961e-04	1.704392e-04
0.1695        	1.421299e-04	1.060336e-04	1.665474e-04
0.17          	1.400599e-04	1.038685e-04	1.627007e-04
0.1705        	1.380308e-04	1.017132e-04	1.589512e-04
0.171         	1.360559e-04	9.956629e-05	1.553125e-04
0.1715        	1.341078e-04	9.743842e-05	1.517078e-04
0.172         	1.322114e-04	9.533920e-05	1.482677e-04
0.1725        	1.303456e-04	9.326160e-05	1.448017e-04
0.173         	1.284979e-04	9.122293e-05	1.411955e-04
0.1735        	1.267009e-04	8.921803e-05	1.376016e-04
0.174         	1.249225e-04	8.725697e-05	1.340160e-04
0.1745        	1.231743e-04	8.534181e-05	1.303122e-04
0.175         	1.214133e-04	8.346547e-05	1.266055e-04
0.1755        	1.196548e-04	8.164759e-05	1.230353e-04
0.176         	1.179004e-04	7.987968e-05	1.192218e-04
0.1765        	1.161536e-04	7.815375e-05	1.154892e-04
0.177         	1.144455e-04	7.648424e-05	1.119642e-04
0.1775        	1.127349e-04	7.487068e-05	1.085281e-04
0.178         	1.110158e-04	7.330853e-05	1.052558e-04
0.1785        	1.093060e-04	7.180434e-05	1.021812e-04
0.179         	1.076102e-04	7.034644e-05	9.936048e-05
0.1795        	1.059216e-04	6.893275e-05	9.668172e-05
0.18          	1.042559e-04	6.756383e-05	9.412279e-05
0.1805        	1.026159e-04	6.625014e-05	9.179717e-05
0.181         	1.009945e-04	6.498117e-05	8.966276e-05
0.1815        	9.940160e-05	6.374948e-05	8.770411e-05
0.182         	9.784424e-05	6.254546e-05	8.570677e-05
0.1825        	9.631498e-05	6.137148e-05	8.380935e-05
0.183         	9.481801e-05	6.023107e-05	8.223072e-05
0.1835        	9.336240e-05	5.911925e-05	8.075092e-05
0.184         	9.193591e-05	5.804255e-05	7.932688e-05
0.1845        	9.054398e-05	5.699710e-05	7.803030e-05
0.185         	8.919268e-05	5.597729e-05	7.674923e-05
0.1855        	8.787056e-05	5.497845e-05	7.552013e-05
0.186         	8.658062e-05	5.400116e-05	7.430657e-05
0.1865        	8.532343e-05	5.304913e-05	7.319082e-05
0.187         	8.408077e-05	5.211442e-05	7.208434e-05
0.1875        	8.285615e-05	5.119675e-05	7.099411e-05
0.188         	8.165269e-05	5.029599e-05	6.991163e-05
0.1885        	8.047615e-05	4.941300e-05	6.872921e-05
0.189         	7.932109e-05	4.855257e-05	6.778922e-05
0.1895        	7.817131e-05	4.771084e-05	6.648991e-05
0.19          	7.703104e-05	4.688385e-05	6.490526e-05
0.1905        	7.589989e-05	4.607327e-05	6.359580e-05
0.191         	7.477793e-05	4.527389e-05	6.236339e-05
0.1915        	7.366632e-05	4.448477e-05	6.112318e-05
0.192         	7.256548e-05	4.370704e-05	6.003000e-05
0.1925        	7.147624e-05	4.293854e-05	5.898004e-05
0.193         	7.040008e-05	4.218353e-05	5.787070e-05
0.1935        	6.933666e-05	4.143855e-05	5.675343e-05
0.194         	6.828703e-05	4.070339e-05	5.572987e-05
0.1945        	6.725186e-05	3.998024e-05	5.474628e-05
0.195         	6.623128e-05	3.926827e-05	5.375531e-05
0.1955        	6.522605e-05	3.856954e-05	5.281633e-05
0.196         	6.423615e-05	3.788312e-05	5.192132e-05
0.1965        	6.326208e-05	3.720965e-05	5.100116e-05
0.197         	6.230380e-05	3.654972e-05	5.005027e-05
0.1975        	6.136132e-05	3.590282e-05	4.906217e-05
0.198         	6.043492e-05	3.527097e-05	4.816288e-05
0.1985        	5.952425e-05	3.465410e-05	4.722510e-05
0.199         	5.862972e-05	3.405069e-05	4.628256e-05
0.1995        	5.775278e-05	3.346465e-05	4.597474e-05
0.2           	5.688775e-05	3.289151e-05	4.512694e-05
0.2005        	5.603895e-05	3.233339e-05	4.386990e-05
0.201         	5.520604e-05	3.178869e-05	4.264135e-05
0.2015        	5.438881e-05	3.125999e-05	4.163695e-05
0.202         	5.358604e-05	3.074686e-05	4.068226e-05
0.2025        	5.279769e-05	3.024606e-05	3.990216e-05
0.203         	5.202418e-05	2.976018e-05	3.920919e-05
0.2035        	5.126555e-05	2.928874e-05	3.849653e-05
0.204         	5.052144e-05	2.883092e-05	3.778935e-05
0.2045        	4.979060e-05	2.838520e-05	3.712498e-05
0.205         	4.907261e-05	2.795145e-05	3.648995e-05
0.2055        	4.836711e-05	2.752984e-05	3.588493e-05
0.206         	4.767371e-05	2.712026e-05	3.529985e-05
0.2065        	4.699246e-05	2.672220e-05	3.474011e-05
0.207         	4.632305e-05	2.633509e-05	3.419143e-05
0.2075        	4.566491e-05	2.595775e-05	3.366298e-05
0.208         	4.501766e-05	2.559000e-05	3.315442e-05
0.2085        	4.438105e-05	2.523171e-05	3.267451e-05
0.209         	4.375484e-05	2.488237e-05	3.220598e-05
0.2095        	4.313890e-05	2.454205e-05	3.174061e-05
0.21          	4.253299e-05	2.420992e-05	3.127511e-05
0.2105        	4.193694e-05	2.388534e-05	3.081799e-05
0.211         	4.135039e-05	2.356811e-05	3.044567e-05
0.2115        	4.077315e-05	2.325772e-05	3.009965e-05
0.212         	4.020611e-05	2.295289e-05	2.958662e-05
0.2125        	3.964773e-05	2.265560e-05	2.919428e-05
0.213         	3.909939e-05	2.236802e-05	2.977777e-05
0.2135        	3.855417e-05	2.208419e-05	2.955149e-05
0.214         	3.801965e-05	2.180641e-05	2.886059e-05
0.2145        	3.749467e-05	2.153384e-05	2.817974e-05
0.215         	3.697859e-05	2.126510e-05	2.745676e-05
0.2155        	3.647134e-05	2.100325e-05	2.688378e-05
0.216         	3.597186e-05	2.074798e-05	2.655410e-05
0.2165        	3.548014e-05	2.049841e-05	2.629929e-05
0.217         	3.499666e-05	2.025366e-05	2.597644e-05
0.2175        	3.452138e-05	2.001327e-05	2.563990e-05
0.218         	3.405385e-05	1.977734e-05	2.531361e-05
0.2185        	3.359383e-05	1.954611e-05	2.500935e-05
0.219         	3.314114e-05	1.931969e-05	2.471009e-05
0.2195        	3.269563e-05	1.909801e-05	2.441177e-05
0.22          	3.225751e-05	1.888178e-05	2.409952e-05
0.2205        	3.182631e-05	1.866909e-05	2.378304e-05
0.221         	3.140153e-05	1.845872e-05	2.349339e-05
0.2215        	3.098342e-05	1.825323e-05	2.320425e-05
0.222         	3.057172e-05	1.805248e-05	2.290992e-05
0.2225        	3.016642e-05	1.785576e-05	2.261337e-05
0.223         	2.976748e-05	1.766177e-05	2.243783e-05
0.2235        	2.937394e-05	1.746978e-05	2.211269e-05
0.224         	2.898668e-05	1.728185e-05	2.184293e-05
0.2245        	2.860491e-05	1.709763e-05	2.164622e-05
0.225         	2.822854e-05	1.691699e-05	2.141909e-05
0.2255        	2.785937e-05	1.674192e-05	2.116431e-05
0.226         	2.749322e-05	1.656662e-05	2.091973e-05
0.2265        	2.713259e-05	1.639156e-05	2.064077e-05
0.227         	2.677700e-05	1.621888e-05	2.048099e-05
0.2275        	2.642627e-05	1.604988e-05	2.030539e-05
0.228         	2.608042e-05	1.588343e-05	2.010442e-05
0.2285        	2.573966e-05	1.571906e-05	1.990323e-05
0.229         	2.540575e-05	1.555930e-05	2.082224e-05
0.2295        	2.507035e-05	1.539771e-05	2.085386e-05
0.23          	2.474002e-05	1.523712e-05	2.046152e-05
0.2305        	2.441548e-05	1.507859e-05	1.993700e-05
0.231         	2.409574e-05	1.492225e-05	1.940077e-05
0.2315        	2.378055e-05	1.476781e-05	1.895194e-05
0.232         	2.346968e-05	1.461452e-05	1.866795e-05
0.2325        	2.316305e-05	1.446202e-05	1.849363e-05
0.233         	2.286051e-05	1.431051e-05	1.828061e-05
0.2335        	2.256197e-05	1.416021e-05	1.803996e-05
0.234         	2.226740e-05	1.401124e-05	1.781784e-05
0.2345        	2.197680e-05	1.386358e-05	1.760744e-05
0.235         	2.169020e-05	1.371710e-05	1.739842e-05
0.2355        	2.140750e-05	1.357173e-05	1.718576e-05
0.236         	2.112863e-05	1.342744e-05	1.698512e-05
0.2365        	2.085325e-05	1.328387e-05	1.680402e-05
